observation_date,DEXUSUK,Return,Log_Return
20-03-87,1.6022,-0.000686085,-0.000298065
23-03-87,1.617,0.009237299,0.003993293
24-03-87,1.61,-0.004329004,-0.001884144
25-03-87,1.6058,-0.002608696,-0.001134422
26-03-87,1.606,0.000124549,5.40874E-05
27-03-87,1.603,-0.001867995,-0.000812019
30-03-87,1.6075,0.002807236,0.001217459
31-03-87,1.607,-0.000311042,-0.000135105
01-04-87,1.602,-0.003111388,-0.001353365
02-04-87,1.607,0.003121099,0.001353365
03-04-87,1.6095,0.001555694,0.000675104
06-04-87,1.617,0.004659832,0.002019039
07-04-87,1.6183,0.000803958,0.000349014
08-04-87,1.6128,-0.003398628,-0.001478519
09-04-87,1.6177,0.003038194,0.001317471
10-04-87,1.625,0.00451258,0.00195538
13-04-87,1.6235,-0.000923077,-0.000401072
14-04-87,1.633,0.005851555,0.002533892
15-04-87,1.633,0,0
16-04-87,1.631,-0.00122474,-0.000532224
17-04-87,1.63,-0.000613121,-0.000266357
20-04-87,1.6317,0.001042945,0.000452709
21-04-87,1.6332,0.000919287,0.000399058
22-04-87,1.6275,-0.003490081,-0.001518374
23-04-87,1.637,0.005837174,0.002527682
24-04-87,1.657,0.012217471,0.005273829
27-04-87,1.6675,0.006336753,0.002743334
28-04-87,1.6545,-0.007796102,-0.003399071
29-04-87,1.6597,0.003142943,0.001362822
30-04-87,1.6605,0.000482015,0.000209286
01-05-87,1.6685,0.004817826,0.002087331
04-05-87,1.68,0.006892418,0.002983071
05-05-87,1.6885,0.005059524,0.002191783
06-05-87,1.6843,-0.002487415,-0.001081616
07-05-87,1.679,-0.003146708,-0.001368753
08-05-87,1.6745,-0.002680167,-0.001165544
11-05-87,1.658,-0.009853688,-0.004300626
12-05-87,1.6692,0.006755127,0.00292385
13-05-87,1.6715,0.001377906,0.000598005
14-05-87,1.6778,0.00376907,0.001633809
15-05-87,1.6783,0.000298009,0.000129405
18-05-87,1.6838,0.003277126,0.001420911
19-05-87,1.6825,-0.000772063,-0.000335432
20-05-87,1.683,0.000297177,0.000129043
21-05-87,1.679,-0.002376708,-0.00103342
22-05-87,1.673,-0.003573556,-0.001554755
25-05-87,,-1,
26-05-87,1.634,#DIV/0!,
27-05-87,1.613,-0.012851897,-0.005617685
28-05-87,1.6255,0.007749535,0.003352606
29-05-87,1.6295,0.002460781,0.001067391
01-06-87,1.6242,-0.003252531,-0.001414859
02-06-87,1.6435,0.011882773,0.005130202
03-06-87,1.643,-0.000304229,-0.000132145
04-06-87,1.6232,-0.012051126,-0.005265529
05-06-87,1.631,0.004805323,0.002081927
08-06-87,1.6385,0.004598406,0.001992485
09-06-87,1.661,0.013732072,0.005923187
10-06-87,1.6585,-0.001505117,-0.000654157
11-06-87,1.6613,0.001688273,0.000732589
12-06-87,1.652,-0.005598026,-0.002438022
15-06-87,1.632,-0.012106538,-0.005289889
16-06-87,1.634,0.00122549,0.000531898
17-06-87,1.6342,0.000122399,5.3154E-05
18-06-87,1.6298,-0.002692449,-0.001170893
19-06-87,1.616,-0.008467297,-0.003692957
22-06-87,1.595,-0.01299505,-0.005680669
23-06-87,1.599,0.002507837,0.001087776
24-06-87,1.622,0.01438399,0.006202386
25-06-87,1.6121,-0.006103576,-0.002658872
26-06-87,1.6105,-0.000992494,-0.000431249
29-06-87,1.6008,-0.006022974,-0.002623654
30-06-87,1.6128,0.007496252,0.003243439
01-07-87,1.6155,0.001674107,0.000726448
02-07-87,1.6155,0,0
03-07-87,1.61,-0.003404519,-0.001481086
06-07-87,1.6185,0.005279503,0.002286828
07-07-87,1.62,0.000926784,0.000402311
08-07-87,1.6178,-0.001358025,-0.000590183
09-07-87,1.6175,-0.000185437,-8.05417E-05
10-07-87,1.6135,-0.002472952,-0.00107532
13-07-87,1.6175,0.002479083,0.00107532
14-07-87,1.6108,-0.004142195,-0.001802668
15-07-87,1.6315,0.012850757,0.005545457
16-07-87,1.6305,-0.000612933,-0.000266275
17-07-87,1.6075,-0.014106102,-0.006169822
20-07-87,1.6018,-0.003545879,-0.001542692
21-07-87,1.5955,-0.003933075,-0.001711481
22-07-87,1.595,-0.000313381,-0.000136121
23-07-87,1.6037,0.005454545,0.002362442
24-07-87,1.603,-0.000436491,-0.000189607
27-07-87,1.5975,-0.003431067,-0.001492656
28-07-87,1.5985,0.000625978,0.000271774
29-07-87,1.6,0.00093838,0.000407342
30-07-87,1.594,-0.00375,-0.001631666
31-07-87,1.591,-0.001882058,-0.000818137
03-08-87,1.5835,-0.004714016,-0.002052112
04-08-87,1.57,-0.008525418,-0.003718415
05-08-87,1.5783,0.005286624,0.002289904
06-08-87,1.576,-0.001457264,-0.000633343
07-08-87,1.5667,-0.005901015,-0.00257037
10-08-87,1.5667,0,0
11-08-87,1.5697,0.001914853,0.000830815
12-08-87,1.579,0.005924699,0.002565472
13-08-87,1.5797,0.000443319,0.000192488
14-08-87,1.589,0.005887194,0.002549279
17-08-87,1.5908,0.001132788,0.000491685
18-08-87,1.617,0.016469701,0.007094438
19-08-87,1.615,-0.001236858,-0.000537493
20-08-87,1.622,0.004334365,0.001878323
21-08-87,1.629,0.00431566,0.001870234
24-08-87,1.63,0.000613874,0.00026652
25-08-87,1.6182,-0.007239264,-0.003155408
26-08-87,1.6165,-0.00105055,-0.000456488
27-08-87,1.629,0.007732756,0.003345375
28-08-87,1.6325,0.002148557,0.000932106
31-08-87,1.6328,0.000183767,7.98018E-05
01-09-87,1.6401,0.004470848,0.001937337
02-09-87,1.6497,0.005853302,0.002534646
03-09-87,1.657,0.004425047,0.001917534
04-09-87,1.6538,-0.001931201,-0.000839521
07-09-87,,-1,
08-09-87,1.6595,#DIV/0!,
09-09-87,1.651,-0.005122025,-0.002230183
10-09-87,1.6447,-0.003815869,-0.001660381
11-09-87,1.65,0.003222472,0.001397252
14-09-87,1.637,-0.007878788,-0.003435265
15-09-87,1.6423,0.00323763,0.001403813
16-09-87,1.6452,0.001765816,0.000766208
17-09-87,1.6462,0.000607829,0.000263897
18-09-87,1.6553,0.005527882,0.002394118
21-09-87,1.6478,-0.004530901,-0.001972217
22-09-87,1.641,-0.004126714,-0.001795917
23-09-87,1.6422,0.000731261,0.000317467
24-09-87,1.637,-0.003166484,-0.001377368
25-09-87,1.6417,0.002871106,0.001245119
28-09-87,1.642,0.000182737,7.93546E-05
29-09-87,1.628,-0.008526188,-0.003718752
30-09-87,1.6248,-0.001965602,-0.00085449
01-10-87,1.6165,-0.005108321,-0.002224201
02-10-87,1.6212,0.002907516,0.001260886
05-10-87,1.6238,0.00160375,0.000695942
06-10-87,1.632,0.005049883,0.002187617
07-10-87,1.6403,0.005085784,0.00220313
08-10-87,1.6425,0.001341218,0.000582093
09-10-87,1.6507,0.00499239,0.002162773
12-10-87,,-1,
13-10-87,1.647,#DIV/0!,
14-10-87,1.653,0.003642987,0.001579254
15-10-87,1.664,0.006654567,0.002880468
16-10-87,1.6645,0.000300481,0.000130478
19-10-87,1.68,0.009312106,0.004025482
20-10-87,1.6545,-0.015178571,-0.00664251
21-10-87,1.6515,-0.001813237,-0.000788193
22-10-87,1.6495,-0.00121102,-0.000526258
23-10-87,1.675,0.01545923,0.006662491
26-10-87,1.688,0.007761194,0.003357631
27-10-87,1.6965,0.005035545,0.002181422
28-10-87,1.71,0.00795756,0.003442246
29-10-87,1.719,0.005263158,0.002279766
30-10-87,1.7215,0.001454334,0.00063115
02-11-87,1.739,0.010165553,0.004392555
03-11-87,1.74,0.000575043,0.000249666
04-11-87,1.7482,0.004712644,0.002041868
05-11-87,1.783,0.019906189,0.008560227
06-11-87,1.7825,-0.000280426,-0.000121805
09-11-87,1.793,0.005890603,0.002550751
10-11-87,1.7865,-0.003625209,-0.001577269
11-11-87,,-1,
12-11-87,1.7575,#DIV/0!,
13-11-87,1.768,0.005974395,0.002586927
16-11-87,1.75,-0.010180995,-0.004444212
17-11-87,1.764,0.008,0.003460532
18-11-87,1.77,0.003401361,0.001474686
19-11-87,1.7802,0.005762712,0.00249553
20-11-87,1.779,-0.000674082,-0.000292849
23-11-87,1.7905,0.006464306,0.002798377
24-11-87,1.7725,-0.010053058,-0.004388081
25-11-87,1.7925,0.011283498,0.00487292
26-11-87,,-1,
27-11-87,1.8105,#DIV/0!,
30-11-87,1.8256,0.008340238,0.003607098
01-12-87,1.818,-0.004163015,-0.001811748
02-12-87,1.812,-0.00330033,-0.001435686
03-12-87,1.8065,-0.00303532,-0.001320227
04-12-87,1.798,-0.004705231,-0.002048279
07-12-87,1.794,-0.002224694,-0.000967249
08-12-87,1.7962,0.00122631,0.000532253
09-12-87,1.802,0.003229039,0.001400095
10-12-87,1.83,0.015538291,0.006696303
11-12-87,1.838,0.004371585,0.001894417
14-12-87,1.837,-0.00054407,-0.000236351
15-12-87,1.8315,-0.002994012,-0.001302233
16-12-87,1.8315,0,0
17-12-87,1.8355,0.002184002,0.000947466
18-12-87,1.8258,-0.005284664,-0.002301186
21-12-87,1.827,0.000657246,0.000285345
22-12-87,1.8305,0.001915709,0.000831186
23-12-87,1.8232,-0.003987981,-0.001735421
24-12-87,1.8315,0.004552435,0.001972611
25-12-87,,-1,
28-12-87,1.86,#DIV/0!,
29-12-87,1.861,0.000537634,0.000233429
30-12-87,1.858,-0.001612037,-0.000700663
31-12-87,1.886,0.015069968,0.006495979
01-01-88,,-1,
04-01-88,1.8773,#DIV/0!,
05-01-88,1.8305,-0.02492942,-0.010963947
06-01-88,1.806,-0.013384321,-0.005851987
07-01-88,1.816,0.005537099,0.002398098
08-01-88,1.806,-0.005506608,-0.002398098
11-01-88,1.8219,0.008803987,0.00380679
12-01-88,1.821,-0.00049399,-0.00021459
13-01-88,1.825,0.002196595,0.000952923
14-01-88,1.8125,-0.006849315,-0.002984854
15-01-88,1.7755,-0.020413793,-0.008957339
18-01-88,,-1,
19-01-88,1.7785,#DIV/0!,
20-01-88,1.7923,0.007759348,0.003356835
21-01-88,1.796,0.002064387,0.000895628
22-01-88,1.7823,-0.007628062,-0.003325525
25-01-88,1.772,-0.00577905,-0.00251709
26-01-88,1.774,0.001128668,0.000489898
27-01-88,1.7798,0.003269448,0.001417587
28-01-88,1.782,0.001236094,0.000536497
29-01-88,1.7691,-0.007239057,-0.003155317
01-02-88,1.758,-0.006274377,-0.002733512
02-02-88,1.77,0.006825939,0.002954396
03-02-88,1.767,-0.001694915,-0.000736717
04-02-88,1.7628,-0.00237691,-0.001033508
05-02-88,1.755,-0.004424779,-0.001925921
08-02-88,1.754,-0.000569801,-0.000247532
09-02-88,1.7462,-0.004446978,-0.001935605
10-02-88,1.7608,0.008361012,0.003616046
11-02-88,1.7585,-0.001306224,-0.000567657
12-02-88,1.7395,-0.010804663,-0.00471794
15-02-88,,-1,
16-02-88,1.7475,#DIV/0!,
17-02-88,1.748,0.000286123,0.000124244
18-02-88,1.7435,-0.002574371,-0.001119477
19-02-88,1.749,0.003154574,0.001367858
22-02-88,1.764,0.008576329,0.003708771
23-02-88,1.7663,0.001303855,0.000565888
24-02-88,1.764,-0.001302157,-0.000565888
25-02-88,1.7635,-0.000283447,-0.000123117
26-02-88,1.7732,0.005500425,0.002382259
29-02-88,1.7735,0.000169186,7.34702E-05
01-03-88,1.7775,0.002255427,0.000978417
02-03-88,1.7705,-0.003938115,-0.001713678
03-03-88,1.768,-0.00141203,-0.00061367
04-03-88,1.774,0.003393665,0.001471355
07-03-88,1.818,0.024802706,0.010640263
08-03-88,1.8415,0.012926293,0.005577844
09-03-88,1.8475,0.003258213,0.001412724
10-03-88,1.8422,-0.002868742,-0.001247669
11-03-88,1.8525,0.005591141,0.002421439
14-03-88,1.8528,0.000161943,7.03254E-05
15-03-88,1.8542,0.000755613,0.000328035
16-03-88,1.8475,-0.003613418,-0.00157213
17-03-88,1.8325,-0.00811908,-0.003540464
18-03-88,1.8205,-0.006548431,-0.0028533
21-03-88,1.8263,0.003185938,0.001381436
22-03-88,1.8294,0.001697421,0.000736556
23-03-88,1.835,0.003061113,0.001327394
24-03-88,1.843,0.004359673,0.001889267
25-03-88,1.836,-0.003798155,-0.001652658
28-03-88,1.8588,0.012418301,0.005359987
29-03-88,1.868,0.00494943,0.002144208
30-03-88,1.877,0.004817987,0.002087401
31-03-88,1.8865,0.005061268,0.002192537
01-04-88,1.89,0.001855288,0.000804995
04-04-88,1.888,-0.001058201,-0.000459814
05-04-88,1.879,-0.004766949,-0.00207521
06-04-88,1.875,-0.002128792,-0.000925508
07-04-88,1.871,-0.002133333,-0.000927485
08-04-88,1.8752,0.002244789,0.000973807
11-04-88,1.8544,-0.01109215,-0.004844176
12-04-88,1.8505,-0.002103106,-0.000914329
13-04-88,1.839,-0.006214537,-0.00270736
14-04-88,1.8756,0.019902121,0.008558495
15-04-88,1.8885,0.006877799,0.002976765
18-04-88,1.905,0.008737093,0.003777991
19-04-88,1.8925,-0.00656168,-0.002859092
20-04-88,1.893,0.000264201,0.000114726
21-04-88,1.898,0.00264131,0.001145594
22-04-88,1.889,-0.004741834,-0.00206425
25-04-88,1.8748,-0.007517205,-0.003277013
26-04-88,1.875,0.000106678,4.63272E-05
27-04-88,1.877,0.001066667,0.000463001
28-04-88,1.874,-0.001598295,-0.000694686
29-04-88,1.8785,0.002401281,0.001041613
02-05-88,1.8715,-0.003726377,-0.001621368
03-05-88,1.8712,-0.000160299,-6.96226E-05
04-05-88,1.8645,-0.00358059,-0.001557821
05-05-88,1.8665,0.001072674,0.000465607
06-05-88,1.862,-0.00241093,-0.001048318
09-05-88,1.8797,0.009505908,0.004108865
10-05-88,1.8813,0.0008512,0.000369514
11-05-88,1.886,0.002498272,0.001083633
12-05-88,1.8845,-0.000795334,-0.000345547
13-05-88,1.891,0.003449191,0.001495387
16-05-88,1.889,-0.001057641,-0.000459571
17-05-88,1.8638,-0.013340392,-0.005832651
18-05-88,1.864,0.000107308,4.66006E-05
19-05-88,1.8668,0.001502146,0.000651884
20-05-88,1.8618,-0.00267838,-0.001164766
23-05-88,1.869,0.003867225,0.001676275
24-05-88,1.867,-0.001070091,-0.000464983
25-05-88,1.863,-0.002142475,-0.000931463
26-05-88,1.8625,-0.000268384,-0.000116573
27-05-88,1.8555,-0.003758389,-0.001635323
30-05-88,,-1,
31-05-88,1.8382,#DIV/0!,
01-06-88,1.8235,-0.007996954,-0.003486994
02-06-88,1.7995,-0.013161503,-0.005753917
03-06-88,1.794,-0.003056405,-0.001329412
06-06-88,1.8017,0.004292085,0.00186004
07-06-88,1.8112,0.005272798,0.002283931
08-06-88,1.8171,0.003257509,0.001412419
09-06-88,1.8145,-0.001430851,-0.000621856
10-06-88,1.817,0.00137779,0.000597955
13-06-88,1.8165,-0.000275179,-0.000119525
14-06-88,1.785,-0.01734104,-0.007597182
15-06-88,1.786,0.000560224,0.000243234
16-06-88,1.786,0,0
17-06-88,1.7825,-0.001959686,-0.000851916
20-06-88,1.7845,0.00112202,0.000487014
21-06-88,1.7855,0.000560381,0.000243302
22-06-88,1.7677,-0.009969196,-0.004351293
23-06-88,1.7566,-0.006279346,-0.002735684
24-06-88,1.725,-0.017989298,-0.007883779
27-06-88,1.7029,-0.012811594,-0.005599954
28-06-88,1.718,0.008867226,0.003834014
29-06-88,1.7063,-0.006810244,-0.002967769
30-06-88,1.7085,0.00128934,0.000559592
01-07-88,1.701,-0.004389816,-0.00191067
04-07-88,,-1,
05-07-88,1.707,#DIV/0!,
06-07-88,1.7115,0.002636204,0.001143382
07-07-88,1.7173,0.00338884,0.001469266
08-07-88,1.7015,-0.009200489,-0.004014216
11-07-88,1.689,-0.007346459,-0.003202304
12-07-88,1.6955,0.003848431,0.001668145
13-07-88,1.6917,-0.002241227,-0.000974445
14-07-88,1.689,-0.001596028,-0.0006937
15-07-88,1.663,-0.015393724,-0.0067374
18-07-88,1.67,0.00420926,0.001824222
19-07-88,1.6935,0.014071856,0.00606873
20-07-88,1.7095,0.009447889,0.004083904
21-07-88,1.7265,0.009944428,0.004297478
22-07-88,1.74,0.007819288,0.003382666
25-07-88,1.725,-0.00862069,-0.003760149
26-07-88,1.7133,-0.006782609,-0.002955685
27-07-88,1.726,0.007412596,0.003207376
28-07-88,1.722,-0.002317497,-0.001007644
29-07-88,1.71,-0.006968641,-0.003037037
01-08-88,1.713,0.001754386,0.000761253
02-08-88,1.71,-0.001751313,-0.000761253
03-08-88,1.7105,0.000292398,0.000126968
04-08-88,1.709,-0.000876937,-0.000381016
05-08-88,1.6928,-0.009479228,-0.004136412
08-08-88,1.697,0.002481096,0.001076192
09-08-88,1.6863,-0.006305245,-0.002747002
10-08-88,1.6905,0.00249066,0.001080335
11-08-88,1.691,0.00029577,0.000128432
12-08-88,1.7155,0.014488468,0.006247115
15-08-88,1.7138,-0.000990965,-0.000430584
16-08-88,1.719,0.003034193,0.001315738
17-08-88,1.6898,-0.01698662,-0.007440571
18-08-88,1.6985,0.005148538,0.002230245
19-08-88,1.7025,0.002355019,0.001021569
22-08-88,1.6763,-0.015389134,-0.006735376
23-08-88,1.679,0.00161069,0.000698951
24-08-88,1.6785,-0.000297796,-0.000129351
25-08-88,1.699,0.012213286,0.005272033
26-08-88,1.6908,-0.004826368,-0.00210114
29-08-88,1.685,-0.003430329,-0.001492334
30-08-88,1.69,0.002967359,0.001286799
31-08-88,1.6825,-0.00443787,-0.001931632
01-09-88,1.669,-0.008023774,-0.003498736
02-09-88,1.683,0.008388256,0.003627779
05-09-88,,-1,
06-09-88,1.7033,#DIV/0!,
07-09-88,1.708,0.002759349,0.00119672
08-09-88,1.697,-0.006440281,-0.002806024
09-09-88,1.6968,-0.000117855,-5.11868E-05
12-09-88,1.6957,-0.000648279,-0.000281635
13-09-88,1.696,0.000176918,7.68278E-05
14-09-88,1.6745,-0.012676887,-0.005540696
15-09-88,1.68,0.003284563,0.00142413
16-09-88,1.6754,-0.002738095,-0.001190771
19-09-88,1.6788,0.002029366,0.000880449
20-09-88,1.6865,0.004586609,0.001987385
21-09-88,1.675,-0.006818856,-0.002971534
22-09-88,1.6675,-0.004477612,-0.001948969
23-09-88,1.6715,0.002398801,0.001040538
26-09-88,1.6665,-0.002991325,-0.001301063
27-09-88,1.6788,0.007380738,0.003193643
28-09-88,1.6868,0.004765309,0.002064632
29-09-88,1.6822,-0.002727057,-0.001185964
30-09-88,1.691,0.005231245,0.002265979
03-10-88,1.6985,0.004435245,0.001921944
04-10-88,1.6945,-0.002355019,-0.001023978
05-10-88,1.6955,0.000590145,0.000256221
06-10-88,1.694,-0.000884695,-0.000384388
07-10-88,1.698,0.002361275,0.00102428
10-10-88,,-1,
11-10-88,1.716,#DIV/0!,
12-10-88,1.731,0.008741259,0.003779784
13-10-88,1.7455,0.008376661,0.003622785
14-10-88,1.7555,0.005729017,0.002480981
17-10-88,1.748,-0.004272287,-0.001859406
18-10-88,1.752,0.00228833,0.000992674
19-10-88,1.7505,-0.000856164,-0.000371987
20-10-88,1.763,0.007140817,0.003090197
21-10-88,1.762,-0.000567215,-0.000246408
24-10-88,1.7515,-0.005959137,-0.002595762
25-10-88,1.7535,0.001141878,0.000495629
26-10-88,1.761,0.00427716,0.001853586
27-10-88,1.768,0.003975014,0.001722905
28-10-88,1.768,0,0
31-10-88,1.769,0.000565611,0.000245572
01-11-88,1.7668,-0.00124364,-0.000540442
02-11-88,1.777,0.005773149,0.002500037
03-11-88,1.782,0.002813731,0.001220272
04-11-88,1.765,-0.009539843,-0.00416299
07-11-88,1.775,0.005665722,0.002453648
08-11-88,1.7702,-0.002704225,-0.001176021
09-11-88,1.7908,0.011637103,0.005024749
10-11-88,1.7955,0.002624525,0.001138324
11-11-88,,-1,
14-11-88,1.808,#DIV/0!,
15-11-88,1.807,-0.000553097,-0.000240274
16-11-88,1.822,0.008301051,0.00359022
17-11-88,1.821,-0.000548847,-0.000238427
18-11-88,1.816,-0.002745744,-0.001194102
21-11-88,1.8235,0.004129956,0.001789923
22-11-88,1.8318,0.004551686,0.001972287
23-11-88,1.837,0.002838738,0.001231102
24-11-88,,-1,
25-11-88,1.844,#DIV/0!,
28-11-88,1.837,-0.003796095,-0.00165176
29-11-88,1.8516,0.007947741,0.003438016
30-11-88,1.8493,-0.001242169,-0.000539802
01-12-88,1.8525,0.001730384,0.000750847
02-12-88,1.856,0.001889339,0.000819755
05-12-88,1.87,0.007543103,0.003263635
06-12-88,1.8654,-0.002459893,-0.001069634
07-12-88,1.841,-0.013080304,-0.005718184
08-12-88,1.85,0.004888647,0.00211794
09-12-88,1.849,-0.000540541,-0.000234817
12-12-88,1.842,-0.00378583,-0.001647285
13-12-88,1.828,-0.007600434,-0.003313434
14-12-88,1.8295,0.000820569,0.000356222
15-12-88,1.8278,-0.000929216,-0.000403741
16-12-88,1.811,-0.009191378,-0.004010223
19-12-88,1.8226,0.006405301,0.002772916
20-12-88,1.8015,-0.011576868,-0.005057099
21-12-88,1.807,0.003053011,0.001323886
22-12-88,1.798,-0.004980631,-0.002168465
23-12-88,1.8,0.001112347,0.000482818
26-12-88,,-1,
27-12-88,1.804,#DIV/0!,
28-12-88,1.789,-0.008314856,-0.003626193
29-12-88,1.7895,0.000279486,0.000121362
30-12-88,1.8085,0.010617491,0.00458681
02-01-89,,-1,
03-01-89,1.8225,#DIV/0!,
04-01-89,1.807,-0.008504801,-0.003709384
05-01-89,1.797,-0.005534034,-0.002410075
06-01-89,1.78,-0.009460211,-0.004128075
09-01-89,1.7636,-0.009213483,-0.004019912
10-01-89,1.7637,5.67022E-05,2.46248E-05
11-01-89,1.781,0.009808924,0.004239205
12-01-89,1.784,0.001684447,0.000730931
13-01-89,1.7787,-0.002970852,-0.001292145
16-01-89,,-1,
17-01-89,1.768,#DIV/0!,
18-01-89,1.7545,-0.007635747,-0.003328888
19-01-89,1.75,-0.002564833,-0.001115324
20-01-89,1.7685,0.010571429,0.004567015
23-01-89,1.774,0.00310998,0.001348551
24-01-89,1.7677,-0.003551297,-0.001545054
25-01-89,1.771,0.001866833,0.000809999
26-01-89,1.7735,0.001411632,0.000612632
27-01-89,1.758,-0.00873978,-0.003812322
30-01-89,1.7618,0.002161547,0.000937735
31-01-89,1.75,-0.006697696,-0.002918557
01-02-89,1.7535,0.002,0.000867722
02-02-89,1.7508,-0.001539778,-0.000669232
03-02-89,1.7415,-0.005311857,-0.002313059
06-02-89,1.7327,-0.005053115,-0.002200103
07-02-89,1.7425,0.005655913,0.002449411
08-02-89,1.7433,0.00045911,0.000199343
09-02-89,1.7548,0.006596684,0.002855496
10-02-89,1.7543,-0.000284933,-0.000123762
13-02-89,1.7495,-0.002736134,-0.001189917
14-02-89,1.7685,0.010860246,0.004691117
15-02-89,1.7733,0.002714165,0.00117715
16-02-89,1.7708,-0.001409801,-0.000612701
17-02-89,1.776,0.002936526,0.001273448
20-02-89,,-1,
21-02-89,1.7502,#DIV/0!,
22-02-89,1.7505,0.000171409,7.44356E-05
23-02-89,1.76,0.005427021,0.002350553
24-02-89,1.753,-0.003977273,-0.001730752
27-02-89,1.7448,-0.004677695,-0.002036264
28-02-89,1.744,-0.000458505,-0.000199172
01-03-89,1.724,-0.01146789,-0.005009219
02-03-89,1.7238,-0.000116009,-5.03851E-05
03-03-89,1.723,-0.000464091,-0.000201599
06-03-89,1.722,-0.000580383,-0.00025213
07-03-89,1.7217,-0.000174216,-7.56677E-05
08-03-89,1.7197,-0.001161643,-0.000504788
09-03-89,1.7175,-0.001279293,-0.000555946
10-03-89,1.7155,-0.001164483,-0.000506023
13-03-89,1.7115,-0.002331682,-0.001013819
14-03-89,1.7272,0.00917324,0.003965726
15-03-89,1.719,-0.004747568,-0.002066753
16-03-89,1.7179,-0.000639907,-0.000277997
17-03-89,1.713,-0.00285232,-0.001240517
20-03-89,1.7103,-0.001576182,-0.000685067
21-03-89,1.72,0.00567152,0.002456151
22-03-89,1.7228,0.001627907,0.000706416
23-03-89,1.7218,-0.00058045,-0.00025216
24-03-89,1.719,-0.001626205,-0.000706827
27-03-89,1.71,-0.005235602,-0.002279766
28-03-89,1.688,-0.012865497,-0.005623668
29-03-89,1.6886,0.00035545,0.000154343
30-03-89,1.6875,-0.000651427,-0.000283003
31-03-89,1.6852,-0.001362963,-0.000592331
03-04-89,1.686,0.000474721,0.00020612
04-04-89,1.7068,0.012336892,0.005325064
05-04-89,1.6997,-0.004159831,-0.00181036
06-04-89,1.704,0.002529858,0.001097316
07-04-89,1.697,-0.004107981,-0.001787748
10-04-89,1.6975,0.000294638,0.000127941
11-04-89,1.689,-0.005007364,-0.002180133
12-04-89,1.6905,0.000888099,0.000385526
13-04-89,1.6975,0.004140787,0.001794608
14-04-89,1.6988,0.000765832,0.000332469
17-04-89,1.716,0.010124794,0.004375031
18-04-89,1.718,0.001165501,0.000505876
19-04-89,1.71,-0.004656577,-0.002027049
20-04-89,1.717,0.004093567,0.001774185
21-04-89,1.714,-0.001747234,-0.000759478
24-04-89,1.7049,-0.005309218,-0.002311907
25-04-89,1.701,-0.002287524,-0.000994597
26-04-89,1.6885,-0.007348618,-0.003203249
27-04-89,1.6905,0.001184483,0.00051411
28-04-89,1.689,-0.000887311,-0.000385526
01-05-89,1.68,-0.005328597,-0.002320368
02-05-89,1.685,0.00297619,0.001290623
03-05-89,1.683,-0.001186944,-0.000515789
04-05-89,1.6833,0.000178253,7.74074E-05
05-05-89,1.6732,-0.006000119,-0.002613668
08-05-89,1.6692,-0.002390629,-0.00103948
09-05-89,1.6605,-0.005212078,-0.002269496
10-05-89,1.6715,0.006624511,0.002867501
11-05-89,1.667,-0.002692193,-0.001170781
12-05-89,1.6593,-0.004619076,-0.002010687
15-05-89,1.6394,-0.011993009,-0.005239982
16-05-89,1.6393,-6.09979E-05,-2.64919E-05
17-05-89,1.6125,-0.016348441,-0.007158716
18-05-89,1.6175,0.003100775,0.001344566
19-05-89,1.619,0.000927357,0.000402559
22-05-89,1.5806,-0.023718345,-0.010424871
23-05-89,1.5678,-0.008098191,-0.003531317
24-05-89,1.5695,0.001084322,0.00047066
25-05-89,1.5803,0.006881172,0.00297822
26-05-89,1.588,0.004872493,0.002110958
29-05-89,,-1,
30-05-89,1.558,#DIV/0!,
31-05-89,1.5715,0.008664955,0.003746932
01-06-89,1.573,0.000954502,0.000414337
02-06-89,1.592,0.01207883,0.005214341
05-06-89,1.5807,-0.00709799,-0.00309361
06-06-89,1.571,-0.006136522,-0.002673268
07-06-89,1.5815,0.006683641,0.002893011
08-06-89,1.573,-0.005374644,-0.002340474
09-06-89,1.554,-0.01207883,-0.005277708
12-06-89,1.5251,-0.018597169,-0.008152693
13-06-89,1.5155,-0.006294669,-0.00274238
14-06-89,1.5145,-0.000659848,-0.000286663
15-06-89,1.5195,0.00330142,0.001431427
16-06-89,1.534,0.009542613,0.004124655
19-06-89,1.548,0.009126467,0.003945597
20-06-89,1.5495,0.000968992,0.000420624
21-06-89,1.547,-0.001613424,-0.000701267
22-06-89,1.553,0.003878474,0.001681142
23-06-89,1.567,0.00901481,0.003897541
26-06-89,1.5448,-0.014167198,-0.006196736
27-06-89,1.566,0.013723459,0.005919497
28-06-89,1.5555,-0.006704981,-0.002921742
29-06-89,1.552,-0.00225008,-0.000978299
30-06-89,1.549,-0.00193299,-0.000840299
03-07-89,1.5774,0.018334409,0.007890419
04-07-89,,-1,
05-07-89,1.619,#DIV/0!,
06-07-89,1.6215,0.001544163,0.000670104
07-07-89,1.6235,0.001233426,0.00053534
10-07-89,1.6405,0.010471204,0.004523942
11-07-89,1.6265,-0.008533984,-0.003722167
12-07-89,1.625,-0.000922226,-0.000400702
13-07-89,1.6235,-0.000923077,-0.000401072
14-07-89,1.6125,-0.006775485,-0.00295257
17-07-89,1.6138,0.000806202,0.000349988
18-07-89,1.625,0.006940141,0.003003654
19-07-89,1.619,-0.003692308,-0.001606517
